商品名称,商品图片,店铺名,商品售价,国家/地区,商品分类,佣金比例,销量,销量环比,总销量,总销售额,销售额,商品上架时间,店铺总销量,TikTok官网商品详情页,商品状态
Dúo de cremas faciales de día y de noche para hidratación profunda y reparación de la piel (30 ml x2),https://s.500fd.com/tt_product/9489d17b8f2d41639541cdeeb285610b~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Undemex,$130.00 ,MX,美妆个护-美容护肤-保湿乳液、乳霜与喷雾,20%,597,-41.76%,2358,376479,97760,2025/7/8 12:05,9000,https://shop.tiktok.com/view/product/1731790142801020743?region=MX&local=en,在售
60 piezas de mascarilla de colágeno dorado con cristales de caviar para el cuidado de los ojos.,https://s.500fd.com/tt_product/17bfe3af0fd54a0f8a9a6660cee7af36~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Mayorlei,$79.90 ,MX,美妆个护-美容护肤-眼部护理,-,594,-58.84%,2435,119599.7,46337.8,2025/6/22 2:55,58903,https://shop.tiktok.com/view/product/1731729063093372623?region=MX&local=en,在售
"【Promoción de Marca en TikTok】QUARXERY Gel Exfoliante Mejorado (Envío Gratuito) — Limpieza profunda para rostro y cuerpo, limpia poros y puntos negros, hidrata y controla la grasa, ilumina el tono de la piel, disminuye la pigmentación cutánea, 50g - E",https://s.500fd.com/tt_product/a621ea4340194862b6dae8d3f52d65f0~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,QUARXERY Belleza,$129.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,-,591,-,1091,117333,67833,2025/8/31 2:10,20722,https://shop.tiktok.com/view/product/1732249909121811831?region=MX&local=en,在售
Bratz X Beauty Creations - Aceite De Labios,https://s.500fd.com/tt_product/e9ddcbb2184243578c77df69e713c637~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,BEAUTY CREATIONS MX,$138.75 ,MX,美妆个护-美容护肤-唇部护理,12%,588,-26.77%,2247,275292.5,69972,2025/4/12 2:40,145197,https://shop.tiktok.com/view/product/1731141486191740532?region=MX&local=en,在售
"iMethod Hidratante Crema Reparadora de Juventud (100g) - La solución definitiva para una piel radiante y rejuvenecida -Colágeno de alta pureza,Ceramidas y niacinamida,Centella asiática extracto",https://s.500fd.com/tt_product/516124200f4740fe8f88f94f83690bd4~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,iMethod Beauty MX,$139.00 ,MX,美妆个护-美容护肤-保湿乳液、乳霜与喷雾,-,587,58600%,589,60501,60203,2025/8/19 1:31,882,https://shop.tiktok.com/view/product/1732160605728835238?region=MX&local=en,在售
Balm N' Cute - Balsamo Labial Humectante,https://s.500fd.com/tt_product/dc093ddbff1b4f5fb709253d1716d28d~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,BEAUTY CREATIONS MX,$129.00 ,MX,美妆个护-美容护肤-唇部护理,10%,586,-60.43%,8619,991032,68366,2025/2/16 1:17,145197,https://shop.tiktok.com/view/product/1731825497633819252?region=MX&local=en,在售
【C】QUARXERY Gel Exfoliante Suave para una Limpieza Profunda 50g,https://s.500fd.com/tt_product/e11b1d26ed8f402688e37f70466b7f44~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,QUARXERY SKINCARE MX,$129.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,1%,575,120.31%,10247,2318051.8,59475,2025/4/17 3:16,33542,https://shop.tiktok.com/view/product/1731137329159701780?region=MX&local=en,在售
Lip Oil Plumping (Aumenta Labios) Apple,https://s.500fd.com/tt_product/75521f26925146eb92135bd88d96f3bf~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,Diana Fletes Cosmetics,$99.00 ,MX,美妆个护-美容护肤-唇部护理,8%,550,-26.08%,4348,400780.05,48109.05,2025/5/30 7:42,22038,https://shop.tiktok.com/view/product/1731509985302709773?region=MX&local=en,在售
60 piezas de mascarilla de colágeno dorado con cristales de caviar para el cuidado de los ojos.,https://s.500fd.com/tt_product/b358eeb1267045a79e7989ba95117a69~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Mayorlei 2,$78.80 ,MX,美妆个护-美容护肤-眼部护理,-,545,168.47%,800,35114.84,24963.3,2025/6/24 3:15,15744,https://shop.tiktok.com/view/product/1731729051342177896?region=MX&local=en,在售
"YCZ Crema para Ojos con Masaje Eléctrico contra Ojeras, Firmeza y Reducción de Líneas Finas, Tratamiento y Cuidado del Contorno de Ojos, Crema Revitalizante con Cafeína, Cuidado de la Piel",https://s.500fd.com/tt_product/59a06e8841374bcaa12d534de70b6a77~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,YCZ.MX,$189.99 ,MX,美妆个护-美容护肤-眼部护理,10%,538,-57.67%,2352,560837.46,123005.24,2025/5/29 4:25,5911,https://shop.tiktok.com/view/product/1731416994402895042?region=MX&local=en,在售
"Aceite para el cuidado del cabello Batana promueve el crecimiento del cabello, lo suaviza y nutre el cuero cabelludo.",https://s.500fd.com/tt_product/3ad8c6e7ae694e5ea3aa406d113e2910~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,MOPOYAT 003,$168.99 ,MX,美妆个护-美容护肤-面部精华液,-,512,222.01%,745,110997.55,76282.88,2025/8/26 6:07,1282,https://shop.tiktok.com/view/product/1732217001694037866?region=MX&local=en,在售
QUARXERY SET DE CUIDADO - Productos Esenciales para el Cuidado de la Piel,https://s.500fd.com/tt_product/19635e3417c7494ea0afcf69ffe24d5e~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,QUARXERY MEXICO,$249.00 ,MX,美妆个护-美容护肤-面部护理套装,20.50%,505,24.69%,4416,965588,90625,2025/2/17 15:12,180235,https://shop.tiktok.com/view/product/1731790157357746569?region=MX&local=en,在售
【envío gratuito】GMEELAN Enzimas Naranja Gel Exfoliante 50G*2  LF16-35 Enzima Francesa Exfoliación Suave Rápida y No Irritante,https://s.500fd.com/tt_product/ab0b02ca12b54aecac3708ba1f8fa5d7~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,GMEELAN.MX,$149.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,-,490,-,2603,387847,73010,2025/8/31 3:41,17053,https://shop.tiktok.com/view/product/1732148879675131112?region=MX&local=en,在售
"Ice Roller for Face & Eye Puffiness, Facial Massager Contour & Enhance Skin Care & Glow, Reusable & Leakproof Ice Facial Roller Mold Cube",https://s.500fd.com/tt_product/e6e99ba234e84bf487d43a8ce24681c9~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,Moli Makeup,$52.34 ,MX,美妆个护-美容护肤-面部护理工具,-,471,4181.82%,485,24897.85,24276.04,2025/7/31 11:04,2095,https://shop.tiktok.com/view/product/1731909423549351634?region=MX&local=en,在售
"WEUD Loción Secante para Imperfecciones - Tratamiento Localizado contra el Acné, Solución Instantánea para el Cuidado de la Piel",https://s.500fd.com/tt_product/436bb716695a4ed998a1381daf5e74be~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,WEUD MX,$199.00 ,MX,美妆个护-美容护肤-痘痘、粉刺护理,20%,470,-28.57%,4852,959118.4,91659.4,2025/4/16 0:03,141574,https://shop.tiktok.com/view/product/1732248409568414642?region=MX&local=en,在售
【A】QUARXERY Gel Exfoliante Suave para una Limpieza Profunda 50g,https://s.500fd.com/tt_product/f056a99d957441419c744b3ca020f903~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,QUARXERY MEXICO,$199.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,-,466,0.22%,13328,3308504.54,49814,2025/3/10 20:29,180235,https://shop.tiktok.com/view/product/1732024903951092105?region=MX&local=en,在售
"iMethod Hidratante Crema Reparadora de Juventud (100g) - La solución definitiva para una piel radiante y rejuvenecida -Colágeno de alta pureza,Ceramidas y niacinamida,Centella asiática extracto",https://s.500fd.com/tt_product/f36946aec941454484ef090960534600~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,iMethod Dealer MX,$139.00 ,MX,美妆个护-美容护肤-保湿乳液、乳霜与喷雾,-,457,1532.14%,512,58907,48294,2025/6/14 8:27,1843,https://shop.tiktok.com/view/product/1731547273159738809?region=MX&local=en,在售
"WEUD Sérum renovador hidratante para piel seca, formulado con CICA, ácido hialurónico, péptidos y própolis, ayuda a reducir las arrugas y líneas de expresión 50ml Cada Uno",https://s.500fd.com/tt_product/caeea58fac8b497894b8f25678676997~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,WEUD,$389.00 ,MX,美妆个护-美容护肤-面部精华液,20%,449,-55.54%,1808,560212.3,167580.3,2025/6/22 9:25,23196,https://shop.tiktok.com/view/product/1731659187328157264?region=MX&local=en,在售
Chillab Pocket Sun Stick Protección solar compacta Resistente al agua SPF50+ UVA/UVB Ideal para todo tipo de piel Fácil de aplicar y llevar Acabado transparente y no pegajoso Perfecto para deportes y actividades al aire libre Bloqueador solar portátil y d,https://s.500fd.com/tt_product/c5f734c36550482ab0624b302a3122a6~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,CHILLAB MX,$399.00 ,MX,美妆个护-美容护肤-脸部防晒霜与晒后修复,6%,449,-23.77%,2049,811957.72,179045.53,2025/5/20 8:43,18810,https://shop.tiktok.com/view/product/1731384471077225968?region=MX&local=en,在售
"Silicone Scar Sheets, 1 Roll Reusable Scar Removal Sheet, Professional Scar Removal Tape for C-section, Surgery, Burns, Keloids, Acne",https://s.500fd.com/tt_product/e7628333ea414b3884b736dd81fed51a~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,Itsbeautymall,$206.78 ,MX,美妆个护-美容护肤-面部护理工具,8%,443,-7.52%,1250,198373.7,88708.22,2025/5/8 8:59,2075,https://shop.tiktok.com/view/product/1732045512314751006?region=MX&local=en,在售
【V】【envío gratuito】GMEELAN Enzimas Naranja Gel Exfoliante 50G*2  LF16-35 Enzima Francesa Exfoliación Suave Rápida y No Irritante,https://s.500fd.com/tt_product/acd9570a8c8f4f48a4746d435134f3f8~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,GMEELAN.MX,$149.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,10.50%,438,-51.33%,1446,206484.2,65262,2025/8/16 16:01,17053,https://shop.tiktok.com/view/product/1732195880182973672?region=MX&local=en,在售
"Humectante Ultimate Youth Formula con Niacinamida y Centella Asiática--Hidratación Profunda, Control de Sebo y Reparación de la Piel",https://s.500fd.com/tt_product/3b37892e84d4441abfff4e63224d480c~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,LUME MX,$139.00 ,MX,美妆个护-美容护肤-保湿乳液、乳霜与喷雾,-,433,428.05%,1210,184230,60687,2025/8/27 0:32,5338,https://shop.tiktok.com/view/product/1732064295768131318?region=MX&local=en,在售
Cinta de silicona（Lleva 4 y paga 3）- Cinta de silicona reutilizable (rollo de 1.6“ x60”)-No irrita la piel - Mejora la hidratación de la piel,https://s.500fd.com/tt_product/539ce0834bc540629eb6b06de7a005ee~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,MOPOYAT,$598.99 ,MX,美妆个护-美容护肤-面部护理套装,-,410,-,1095,655894.05,245645.8,2025/9/12 3:38,7204,https://shop.tiktok.com/view/product/1731757703943521753?region=MX&local=en,在售
"Dr.Leo Mascarilla de Arcilla Blanca para piel grasa, sensible y con tendencia al acné | Limpia poros, ayuda a reducir puntos negros y el brillo | 3 en 1, cuidado accesible de 100g",https://s.500fd.com/tt_product/d84a9ac20fe042b9b7c71972f883677d~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Dr.Leo MX,$318.87 ,MX,美妆个护-美容护肤-面膜,15%,403,30.42%,1048,315537.08,124860.03,2025/7/11 9:35,3824,https://shop.tiktok.com/view/product/1731847145174304149?region=MX&local=en,在售
"30PCS Cintas Bucales Antirronquidos para Dormir – Parches para Boca con Adhesivo Suave, Mejoran la Respiración Nasal, Reducen Ronquidos y Sequedad Bucal, Aptas para Piel Sensible, Material Transpirable, Sin Residuos, Ideales para Sueño Profundo y Reparado",https://s.500fd.com/tt_product/a448ca96b70e4d429b9482fe6fe0d8c0~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,TodoXTi MX,$138.60 ,MX,美妆个护-美容护肤-鼻部护理,-,392,42.03%,672,58255.1,38922.1,2025/8/3 5:21,8111,https://shop.tiktok.com/view/product/1732025680131884707?region=MX&local=en,在售
MISS SEASON Gel Exfoliante Suave para una Limpieza Profunda y Piel Radiante,https://s.500fd.com/tt_product/a6c7a9024ecd44bc81eee8ab3da540a4~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Miss Season MX,$189.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,-,382,748.89%,489,82947,61654,2025/8/30 9:01,516,https://shop.tiktok.com/view/product/1732202675772819075?region=MX&local=en,在售
Deny Toys gel de fenogreco,https://s.500fd.com/tt_product/99363f4312d2412a8b5c970566f46a0a~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,DENY TOYS OFICIAL,$45.90 ,MX,美妆个护-美容护肤-面部护理工具,-,372,223.48%,490,24081.9,17844.9,2025/7/31 13:57,16979,https://shop.tiktok.com/view/product/1732046368468076058?region=MX&local=en,已下架
"WEUD Crema hidratante definitiva Youth Formula (100 ml) / colágeno, niacinamida, centella asiática, ácido hialurónico / arrugas, manchas oscuras, cuidado de la piel",https://s.500fd.com/tt_product/d9e5617078414152b9f16d4e0d8a4e0d~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,WEUD,$228.00 ,MX,美妆个护-美容护肤-保湿乳液、乳霜与喷雾,20%,365,-73.65%,6045,1375781.6,80676.6,2025/6/6 1:11,23196,https://shop.tiktok.com/view/product/1731578337982449232?region=MX&local=en,在售
"Kit Garnier Express Aclara, Sérum + Crema Hidratante Anti Imperfecciones con Ácido Salicílico y Vitamina C. Ideal para piel con tendencia al acné y piel sensible, -44% imperfecciones y eficacia antimanchas (30ml)",https://s.500fd.com/tt_product/7aaa99a38e244e928d2459970ef9a1a3~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Garnier MX,$250.00 ,MX,美妆个护-美容护肤-面部护理套装,-,364,1200%,393,114919,106135,2025/8/5 13:05,7263,https://shop.tiktok.com/view/product/1732054968716330634?region=MX&local=en,在售
"【Promoción Día de la Marca】Gel Exfoliante Suave QUARXERY, Limpieza en Profundidad para Cara y Cuerpo, Reduce la Piel áspera, 50g-C",https://s.500fd.com/tt_product/d5768f481eaf4b2988769e4244b367d3~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,QUARXERY-Beauty MX,$129.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,-,363,58.52%,598,81283,38037,2025/7/25 13:51,1678,https://shop.tiktok.com/view/product/1732001470903715528?region=MX&local=en,在售
"Febble Hydration Lip Butter Balm | Bálsamo Labial Hidratante con Manteca de Karité – Brillo Intenso, Color Sutil y Fórmula Ligera para una Hidratación Profunda",https://s.500fd.com/tt_product/e9bbd092751b407dafec01c1fe513d27~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,Febblecosmeticsmx,$248.00 ,MX,美妆个护-美容护肤-唇部护理,-,356,-14.63%,877,196222.9,82581.4,2025/4/12 3:27,4641,https://shop.tiktok.com/view/product/1731132943561164045?region=MX&local=en,在售
【G】QUARXERY Gel Exfoliante Suave para una Limpieza Profunda 50g,https://s.500fd.com/tt_product/3de6cef7d6bc4f918f58d78d97352d40~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,QUARXERY SKINCARE MX,$129.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,12%,353,7.62%,4182,823843.9,36297,2025/5/19 15:05,33542,https://shop.tiktok.com/view/product/1731432350432199956?region=MX&local=en,在售
【J】QUARXERY Gel Exfoliante Suave para una Limpieza Profunda 50g,https://s.500fd.com/tt_product/ca6ec41576d249009a06254e32b1bfcb~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,QUARXERY SKINCARE MX,$129.00 ,MX,美妆个护-美容护肤-面部磨砂膏与去角质,12%,340,77.08%,2045,372218.3,35160,2025/5/24 2:15,33542,https://shop.tiktok.com/view/product/1731482214172296468?region=MX&local=en,在售
"Star & Heart Shaped Acne Patch, 360pcs/box Hydrocolloid Acne Cover Sticker, Facial Skin Care Accessories for All Skin Types",https://s.500fd.com/tt_product/57995f691e7b431081b8c1b44b1fc07d~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,Hoitshy,$32.27 ,MX,美妆个护-美容护肤-面部护理工具,8%,333,-8.52%,712,17557.14,10330.9,2025/7/28 9:23,6118,https://shop.tiktok.com/view/product/1731999653642274814?region=MX&local=en,在售
Cinta de silicona multifuncional y reutilizable,https://s.500fd.com/tt_product/5ed2486f5752454781dcac32d12c7880~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Windboss Oficial,$239.99 ,MX,美妆个护-美容护肤-面部护理工具,20%,329,-54.93%,2085,551903.5,98371,2025/6/10 10:15,160143,https://shop.tiktok.com/view/product/1731599730280072319?region=MX&local=en,在售
"Sérum Facial YIYI BEAUTY Niacinamida 30ml - Control de Sebo, Hidratación y Unificación del Tono",https://s.500fd.com/tt_product/5f81e5dfdb6a4a7abeeea936f70eab3c~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,Yiyi Beauty Mx,$239.20 ,MX,美妆个护-美容护肤-面部护理工具,10%,324,-58.73%,1222,267731.16,69912.6,2025/2/10 0:02,9549,https://shop.tiktok.com/view/product/1731792119443261911?region=MX&local=en,在售
"Faja Mentonera Reduce Papada Cachete Mejilla Arruga, Silicona Suave Cara De Adelgazbanda Facial, Correa Facial Reutilizable Para Mujeres, Aparelhos Redutores De Papada (rosa)",https://s.500fd.com/tt_product/915113671cc54273a682bcbeb374afff~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,LSJ-MX,$279.00 ,MX,美妆个护-美容护肤-面部护理工具,11%,323,91.12%,801,228656.8,90514.8,2025/5/23 5:15,1464,https://shop.tiktok.com/view/product/1731348960144688517?region=MX&local=en,在售
WEUD Set de Cuidado Facial Coreano 4 Piezas (Revitalizante de Ojos + Crema Hidratante Definitiva + Sérum Renovador de Péptidos y Propóleo + Sérum CICA con Ácido Hialurónico) / Hidratación Intensa + Luminosidad + Firmeza Visible,https://s.500fd.com/tt_product/cb461f6652ac44a0beede862747ae8fe~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,WEUD Belleza,$587.00 ,MX,美妆个护-美容护肤-面部护理套装,-,316,107.89%,491,284474.6,179824.6,2025/8/24 2:16,3460,https://shop.tiktok.com/view/product/1732207188735526801?region=MX&local=en,在售
【AngelSilk】colágeno o podría envolver el paquete de máscara facial,https://s.500fd.com/tt_product/3c168b54e6ef435b9a26e36b4dda7996~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,AngelSilk MEX,$199.00 ,MX,美妆个护-美容护肤-面膜,-,311,-12.89%,872,184508,61889,2025/5/1 2:51,12859,https://shop.tiktok.com/view/product/1731199173926422146?region=MX&local=en,在售
"Garnier Pimple Patch Invisible. Parches para acné que reducen la visibilidad de las imperfecciones en 8 horas. Clínicamente Probado  [Parche Hidrocoloide], 22 piezas 10mm x 12mm. Cruelty Free, Vegano",https://s.500fd.com/tt_product/4b19ba9e133c422592d0bb156713d821~tplv-o3syd03w52-resize-jpeg:800:800.jpeg,Garnier MX,$165.00 ,MX,美妆个护-美容护肤-痘痘、粉刺护理,10%,304,-41.87%,2094,310466.5,45690,2025/5/8 8:54,7263,https://shop.tiktok.com/view/product/1731130566502942346?region=MX&local=en,在售
"(I)PAPA FEEL Crema de Ojos con Péptido 5D – 15g. Fórmula ligera que ayuda a mejorar la apariencia de líneas finas, bolsas y ojeras, brindando un cuidado suave para todo tipo de piel.",https://s.500fd.com/tt_product/64e2b423050a45eb907742fe7af319d2~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,PAPA FEEL MX,$297.00 ,MX,美妆个护-美容护肤-眼部护理,-,291,-,2323,1822945,199936.3,2025/9/22 22:09,48173,https://shop.tiktok.com/view/product/1732136760872962002?region=MX&local=en,在售
Beauty Creations Bálsamo BALM N CUTE - Producto Textura de Bálsamo,https://s.500fd.com/tt_product/fe650c19b6e04cd4aa06c64b092337a0~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,Isaac Cosmtics,$112.50 ,MX,美妆个护-美容护肤-唇部护理,-,283,43.65%,664,77708.9,32361.4,2025/6/30 11:34,10892,https://shop.tiktok.com/view/product/1731682444928058607?region=MX&local=en,在售
"Correa Ajustable para Levantamiento Facial en Forma de V - Transpirable, Reutilizable para Mejillas y Mentón para Hombres y Mujeres, Diseño Contorneado para Soporte Dirigido, Ajuste Cómodo para Uso Todo el Día, Dispositivo de Elevación Facial",https://s.500fd.com/tt_product/f1b8890028424ab880b50240d306dc62~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,FunBeauty MX,$159.00 ,MX,美妆个护-美容护肤-面部护理工具,10%,281,-29.93%,759,139740.4,49711.4,2025/7/14 6:34,1058,https://shop.tiktok.com/view/product/1731929141536654393?region=MX&local=en,在售
"WEUD Crema Revitalizante para Ojos, Rostro y Cuello (40 mL) / Solución con Probióticos, Retinal y Péptidos / Arrugas, Líneas de Expresión, Piel Madura",https://s.500fd.com/tt_product/22fd0c6a65c64edfb0af0546a8b59315~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg,WEUD MX,$199.00 ,MX,美妆个护-美容护肤-眼部护理,20%,279,-82.18%,2076,410777.8,53172.8,2025/7/24 18:37,141574,https://shop.tiktok.com/view/product/1732022839844177842?region=MX&local=en,在售
